Sezon,Ora,Temperatura,Umbra,Radiatia Solara,Kw
Toamna,11,25,57,3,734
Primavara,15,21,59,7,1851
Primavara,16,19,53,2,1911
Vara,11,34,19,6,686
Iarna,12,-13,72,10,446
Iarna,10,-15,92,5,497
Iarna,14,-10,89,7,482
Iarna,10,2,43,2,144
Primavara,13,29,12,5,619
Toamna,15,13,29,6,482
Primavara,9,28,59,9,2497
Toamna,15,17,23,7,357
Iarna,10,1,29,7,22
Iarna,10,3,76,10,461
Vara,10,27,79,3,4969
Toamna,9,19,7,9,328
Iarna,14,-15,79,3,464
Vara,16,38,94,7,3000
Toamna,13,16,62,9,567
Primavara,13,19,18,3,564
Toamna,12,24,66,5,630
Primavara,14,20,77,5,1364
Vara,13,34,41,8,2361
Primavara,15,24,27,4,775
Iarna,16,-8,19,9,52
Iarna,12,4,82,8,374
Primavara,14,17,80,5,1916
Vara,10,27,28,8,2445
Primavara,12,21,13,2,566
Toamna,16,14,70,10,743
Primavara,10,19,79,10,2085
Vara,8,38,1,6,1212
Primavara,14,25,97,4,2392
Vara,14,27,37,7,976
Toamna,8,15,18,2,424
Iarna,15,-16,11,10,117
Primavara,14,22,11,2,769
Iarna,12,-7,44,8,65
Vara,9,27,42,3,1869
Iarna,13,-15,68,8,396
Toamna,12,11,14,7,281
Iarna,16,-10,16,7,90
Primavara,13,30,52,6,1598
Vara,8,27,62,9,4707
Vara,12,31,13,5,1586
Iarna,16,0,57,2,464
Vara,14,37,24,7,1032
Primavara,14,18,79,6,1729
Primavara,16,30,61,2,1035
Toamna,16,13,84,7,595
Primavara,8,25,19,4,625
Vara,15,25,67,6,3235
Vara,15,39,44,7,1456
Primavara,8,30,70,8,2318
Primavara,15,22,64,7,1731
Primavara,12,21,100,6,1470
Primavara,10,20,80,7,2378
Vara,16,30,55,8,4064
Primavara,11,19,82,8,2331
Vara,10,26,81,3,4871
Iarna,10,-7,83,6,379
Toamna,16,11,40,3,352
Vara,8,35,84,8,4055
Vara,14,37,96,2,3084
Iarna,15,-4,78,7,408
Toamna,10,13,44,8,127
Toamna,15,18,50,2,333
Toamna,11,15,84,9,667
Primavara,8,20,1,7,639
Toamna,16,19,92,4,557
Vara,16,27,68,10,3976
Primavara,8,21,24,6,761
Primavara,15,18,16,7,856
Iarna,14,-11,75,2,384
Primavara,11,19,99,5,1161
Vara,11,38,87,8,2964
Vara,12,34,27,7,670
Vara,12,25,58,8,2977
Iarna,10,-20,13,4,242
Iarna,16,2,93,4,274
Primavara,12,18,34,5,839
Iarna,9,-4,81,5,358
Vara,16,32,74,7,2891
Vara,14,27,66,8,3164
Primavara,15,25,46,6,545
Primavara,11,16,7,7,661
Vara,12,37,34,2,1599
Iarna,8,-9,24,7,63
Toamna,13,20,86,8,586
Toamna,8,10,96,7,705
Toamna,9,19,5,7,324
Primavara,14,17,59,9,2081
Primavara,13,19,74,2,1249
Primavara,11,20,32,5,609
Toamna,9,22,55,10,591
Vara,16,33,91,4,3411
Toamna,13,19,68,7,542
Iarna,9,-13,95,8,289
Vara,12,37,13,3,765
Iarna,9,-11,43,7,240
Vara,14,30,51,7,3784
Toamna,9,21,56,6,569
Vara,13,37,93,4,3813
Toamna,15,22,98,7,540
Toamna,10,19,69,7,967
Iarna,14,-15,74,3,470
Iarna,16,-4,44,5,87
Toamna,11,21,16,2,407
Primavara,8,30,10,8,741
Toamna,11,12,63,2,947
Toamna,15,18,95,8,844
Vara,12,27,14,4,1968
Primavara,13,25,60,3,1415
Vara,16,25,93,8,2565
Primavara,9,19,23,4,577
Toamna,15,25,8,9,490
Primavara,13,30,90,3,1795
Toamna,15,12,81,4,604
Vara,14,31,19,4,1643
Toamna,13,20,33,3,486
Vara,8,26,25,4,2010
Primavara,10,17,75,9,1874
Vara,14,40,33,9,1069
Toamna,14,22,33,4,229
Primavara,10,29,31,8,882
Toamna,16,15,71,2,627
Primavara,14,24,35,10,925
Toamna,12,15,44,3,200
Iarna,15,-20,34,4,170
Vara,12,37,43,2,1555
Toamna,11,16,2,2,470
Vara,8,40,46,5,1525
Primavara,14,19,6,4,509
Iarna,11,2,35,5,45
Toamna,11,20,51,10,614
Iarna,13,-6,96,5,267
Iarna,14,-6,42,3,66
Iarna,13,-17,90,6,449
Vara,12,34,15,9,518
Primavara,11,16,18,4,934
Toamna,14,11,78,6,990
Primavara,8,28,100,5,2085
Iarna,13,-10,71,7,344
Vara,11,40,15,4,1069
Vara,8,37,23,9,697
Toamna,16,21,6,3,199
Iarna,10,-13,39,8,192
Iarna,14,-3,17,10,120
Iarna,15,2,81,10,429
Iarna,13,-2,22,9,20
Vara,15,31,91,4,4929
Vara,9,36,58,2,4065
Toamna,16,14,95,4,878
Primavara,11,23,4,6,788
Iarna,14,-8,31,6,49
Primavara,8,18,94,7,2478
Primavara,16,26,100,4,1784
Toamna,9,15,83,5,780
Vara,13,30,21,8,2435
Toamna,15,14,4,9,452
Primavara,8,24,55,2,1881
Vara,10,27,92,2,4846
Iarna,12,-3,7,8,218
Primavara,13,28,9,8,717
Toamna,12,24,91,2,824
Iarna,16,-20,55,8,278
Toamna,10,10,19,9,148
Vara,14,28,14,9,2137
Primavara,9,16,32,5,934
Toamna,14,22,97,9,759
Iarna,13,-17,66,4,489
Toamna,12,22,89,4,757
Toamna,11,21,6,3,103
Vara,8,33,27,8,533
Vara,8,35,56,7,3633
Iarna,15,-12,3,3,111
Iarna,11,-2,91,8,469
Vara,13,30,42,4,1311
Vara,16,28,45,2,1089
Vara,9,27,6,7,2496
Vara,13,37,64,9,3251
Toamna,11,24,83,5,653
Vara,8,27,4,7,808
Vara,8,35,11,2,706
Iarna,12,-1,60,9,263
Primavara,11,19,21,9,760
Iarna,14,4,92,9,371
Toamna,13,18,59,4,930
Iarna,9,-2,95,8,277
Primavara,12,19,34,7,564
Vara,9,25,12,10,2320
Primavara,10,26,98,10,1454
Toamna,12,14,50,9,240
Iarna,15,3,71,5,278
Toamna,10,19,25,4,121
Primavara,16,24,99,2,1484
Iarna,10,-6,55,3,271
Iarna,11,-2,68,4,444
Iarna,15,-13,47,8,213
Primavara,11,27,66,9,1829
Primavara,8,22,10,7,560
Vara,10,30,55,6,2749
Vara,8,32,13,2,942
Iarna,9,-12,23,6,123
Vara,12,37,35,4,801
Primavara,14,28,90,8,1238
Vara,8,35,94,10,4033
Toamna,10,25,93,2,806
Vara,10,33,32,4,529
Primavara,8,15,51,10,1252
Toamna,11,19,37,8,491
Toamna,14,20,32,5,170
Vara,15,26,96,6,4203
Toamna,11,22,93,2,825
Iarna,14,-6,11,10,44
Primavara,15,24,67,7,2144
Primavara,8,18,62,9,2030
Toamna,12,15,80,9,858
Primavara,8,30,80,4,1729
Toamna,13,10,6,8,405
Toamna,9,24,0,9,203
Vara,10,33,4,9,2175
Iarna,8,3,34,7,228
Iarna,13,0,20,7,151
Iarna,15,5,71,5,294
Primavara,15,17,12,4,705
Toamna,11,14,43,3,308
Toamna,12,21,70,6,604
Iarna,10,-2,57,5,425
Iarna,16,-19,83,2,297
Toamna,14,20,11,4,228
Toamna,15,24,76,7,779
Vara,10,25,76,5,3246
Primavara,8,19,38,3,562
Iarna,12,0,41,5,54
Toamna,11,18,76,4,832
Vara,15,32,51,4,4837
Primavara,12,29,12,3,883
Toamna,13,15,57,7,667
Vara,15,29,85,10,3617
Vara,9,34,17,3,1332
Vara,14,39,77,7,3844
Primavara,11,27,20,4,920
Iarna,10,-2,45,2,74
Iarna,10,-6,77,3,421
Iarna,12,2,48,9,7
Vara,14,26,31,5,1984
Vara,9,29,34,8,2162
Iarna,11,1,6,5,105
Toamna,11,19,72,8,721
Toamna,9,11,49,9,236
Iarna,11,-10,49,5,243
Toamna,14,14,16,3,157
Primavara,14,25,41,10,795
Toamna,10,12,66,6,707
Primavara,14,16,82,3,1465
Iarna,10,-1,45,2,243
Primavara,8,29,89,2,1309
Iarna,10,-12,76,4,339
Iarna,9,-9,51,5,316
Iarna,11,1,91,9,482
Toamna,8,13,12,9,258
Toamna,14,10,92,7,928
Primavara,11,30,39,10,542
Toamna,11,19,24,2,394
Primavara,8,26,95,2,1175
Iarna,11,-2,86,5,381
Primavara,16,27,38,3,988
Vara,15,26,92,4,4926
Toamna,15,14,51,3,961
Toamna,8,18,77,9,824
Iarna,12,-4,82,6,463
Vara,11,29,61,9,3888
Toamna,9,17,97,2,801
Primavara,9,17,44,9,630
Primavara,14,22,31,10,806
Toamna,15,16,98,5,963
Vara,11,27,79,6,4094
Primavara,12,17,38,9,742
Vara,10,27,76,3,3911
Toamna,12,21,80,9,819
Primavara,9,27,38,8,889
Primavara,11,20,49,7,718
Iarna,12,-10,53,4,262
Primavara,15,30,31,7,832
Toamna,8,18,70,2,675
Vara,11,25,11,7,961
Toamna,10,13,79,7,595
Primavara,12,15,65,5,1005
Vara,10,37,84,5,3767
Iarna,8,-19,71,4,287
Toamna,11,15,45,2,295
Vara,13,36,37,6,866
Primavara,14,17,40,3,693
Toamna,11,16,29,7,445
Vara,12,35,14,2,577
Iarna,10,-5,14,3,211
Primavara,9,23,50,8,509
Primavara,16,20,26,7,527
Iarna,8,-19,84,5,294
Iarna,11,-7,32,4,105
Toamna,14,15,33,4,136
Toamna,8,15,27,7,173
Iarna,11,-14,47,2,248
Toamna,10,25,91,5,736
Primavara,8,18,30,8,654
Iarna,16,5,65,3,408
Toamna,8,19,91,7,973
Primavara,11,18,99,3,2311
Iarna,13,-4,26,6,9
Vara,8,31,28,7,2346
Primavara,11,23,92,10,2338
Iarna,8,-6,5,3,156
Primavara,9,22,83,5,2211
Vara,15,27,64,10,4675
Primavara,16,23,49,3,698
Toamna,13,22,50,8,186
Iarna,14,-5,70,5,314
Primavara,12,22,20,10,622
Toamna,14,18,61,5,576
Toamna,13,16,3,5,444
Primavara,15,23,75,10,2101
Vara,10,28,50,4,538
Primavara,13,22,11,3,810
Iarna,14,-13,35,6,229
Iarna,11,4,78,7,278
Primavara,10,28,24,10,990
Toamna,10,20,53,6,862
Iarna,11,5,8,2,203
Toamna,15,14,48,7,472
Primavara,15,20,7,10,679
Primavara,11,15,42,5,774
Toamna,14,17,2,10,465
Toamna,14,11,88,9,960
Primavara,9,19,85,3,2487
Vara,13,32,18,3,2247
Toamna,9,11,57,9,627
Iarna,12,-3,39,2,110
Iarna,12,-18,22,5,135
Vara,8,26,67,3,3627
Vara,14,26,62,9,3850
Primavara,10,30,92,9,1074
Vara,16,39,99,3,3392
Toamna,11,16,71,9,947
Primavara,11,27,83,3,2218
Iarna,10,-14,64,3,258
Primavara,11,30,81,2,2270
Vara,14,34,73,9,4022
Iarna,9,-12,5,6,106
Vara,13,31,36,9,1047
Iarna,14,-5,70,9,325
Iarna,10,-9,76,9,343
Iarna,8,-9,20,2,109
Primavara,16,23,56,6,1977
Vara,14,27,73,8,3342
Toamna,13,21,1,2,492
Iarna,9,0,24,2,80
Iarna,15,-9,36,5,11
Toamna,8,23,31,7,448
Vara,14,32,25,10,2249
Primavara,16,20,66,5,1897
Primavara,10,15,29,10,927
Toamna,14,25,60,8,955
Toamna,10,15,3,4,316
Vara,16,29,5,10,792
Iarna,11,5,35,2,241
Iarna,13,-17,5,8,47
Primavara,9,28,30,8,835
Vara,12,27,60,8,4606
Primavara,8,16,45,5,929
Toamna,11,23,47,5,189
Vara,16,33,82,8,3133
Toamna,8,24,96,4,710
Toamna,13,17,83,10,680
Iarna,11,-20,35,10,6
Toamna,9,12,96,3,836
Iarna,11,-4,20,2,140
Toamna,15,25,49,10,440
Toamna,11,10,49,3,345
Primavara,13,28,19,7,834
Toamna,16,22,40,7,200
Iarna,8,-10,23,4,35
Primavara,15,27,100,6,1944
Iarna,15,1,94,4,338
Primavara,13,28,95,7,1685
Vara,14,38,8,4,666
Toamna,8,25,81,10,617
Toamna,12,12,66,4,807
Primavara,10,17,22,6,760
Iarna,13,-4,74,4,492
Primavara,11,22,93,5,1989
Toamna,11,25,35,5,189
Primavara,13,19,27,5,777
Primavara,10,28,28,6,713
Vara,12,29,43,5,2357
Primavara,16,19,80,3,1729
Primavara,16,19,67,6,1228
Toamna,11,16,72,3,817
Iarna,13,-11,81,6,312
Iarna,16,-4,0,5,18
Iarna,12,-16,48,7,80
Vara,16,27,73,7,2752
Primavara,9,23,78,7,1153
Toamna,8,15,95,4,592
Primavara,14,27,69,6,1515
Toamna,10,25,98,10,541
Primavara,15,24,67,5,1915
Toamna,15,14,42,7,251
Toamna,13,25,60,7,915
Toamna,16,16,59,2,582
Primavara,10,21,17,4,532
Toamna,10,24,11,3,261
Iarna,12,-3,98,5,254
Vara,12,31,50,8,1232
Iarna,11,-13,59,5,473
Toamna,8,10,60,6,747
Iarna,13,0,49,10,75
Primavara,10,21,21,5,506
Iarna,10,-9,66,5,288
Toamna,8,17,61,3,681
Vara,9,29,53,7,2659
Toamna,9,11,85,3,665
Vara,9,40,52,2,2701
Primavara,14,24,77,2,1673
Toamna,10,11,55,3,796
Toamna,8,10,6,4,276
Toamna,14,22,100,5,960
Toamna,12,12,82,3,502
Primavara,15,15,57,9,2360
Primavara,10,22,19,2,661
Vara,11,25,85,8,3451
Vara,13,32,56,7,4374
Primavara,11,26,27,5,775
Primavara,10,27,68,4,1505
Primavara,9,15,97,10,1738
Vara,10,29,58,8,3275
Primavara,14,22,60,4,1826
Primavara,10,24,88,6,1248
Iarna,11,-11,22,4,249
Vara,8,31,41,7,714
Vara,11,33,13,6,2085
Primavara,10,27,71,8,1796
Toamna,13,14,35,6,408
Vara,15,30,73,7,4425
Toamna,10,17,58,4,550
Iarna,12,-19,77,10,416
Primavara,12,28,95,2,2245
Vara,8,30,79,9,2787
Primavara,14,25,59,8,1151
Toamna,12,22,64,6,875
Primavara,14,16,13,5,939
Vara,8,40,70,7,2535
Primavara,10,21,3,4,953
Vara,10,27,91,5,3377
Primavara,11,19,85,9,1551
Vara,16,27,61,7,3754
Toamna,14,16,44,3,432
Primavara,8,20,33,6,971
Vara,14,40,39,4,1296
Vara,14,32,57,6,3154
Toamna,10,23,94,4,622
Primavara,14,28,18,2,777
Primavara,16,30,20,2,844
Iarna,8,-2,32,10,188
Iarna,15,-6,21,5,7
Primavara,10,26,56,2,2279
Iarna,16,-6,63,9,396
Primavara,12,22,40,5,526
Iarna,12,2,27,6,108
Vara,13,29,68,6,4322
Primavara,14,25,18,5,795
Vara,11,35,83,5,4642
Primavara,15,22,91,5,2050
Vara,14,31,59,3,3616
Primavara,14,30,51,3,1785
Toamna,15,19,32,5,311
Primavara,15,21,46,7,737
Vara,16,30,46,6,2473
Toamna,14,11,60,6,651
Primavara,13,15,60,4,1699
Iarna,9,-7,25,3,47
Iarna,16,-10,49,4,165
Iarna,9,-14,2,2,176
Toamna,15,25,18,5,355
Primavara,15,26,78,10,1885
Vara,10,27,13,4,1689
Vara,8,31,53,10,4888
Toamna,8,15,50,9,103
Primavara,11,30,51,9,1807
Vara,8,38,78,2,4445
Toamna,13,12,83,2,807
Vara,13,35,84,6,3032
Primavara,10,20,74,7,2024
Toamna,11,23,9,4,288
Toamna,8,15,81,8,596
Toamna,15,25,16,7,361
Primavara,16,28,17,6,636
Iarna,13,-16,58,3,467
Vara,11,31,3,4,1288
Primavara,15,27,23,8,602
Toamna,12,19,95,4,783
Primavara,13,17,18,4,829
Primavara,11,16,13,8,966
Primavara,12,22,22,9,990
Toamna,8,21,82,3,871
Vara,10,33,41,8,1411
Vara,11,28,81,6,4427
Toamna,8,14,36,8,272
Toamna,12,12,49,6,346
Vara,9,27,30,6,835
Vara,8,31,100,9,4413
Iarna,11,0,36,6,196
Vara,10,29,99,8,4946
Primavara,8,21,86,2,1741
Iarna,16,-18,21,6,131
Toamna,9,13,75,2,527
Vara,8,32,80,4,2949
Iarna,13,-18,96,2,368
Toamna,13,16,68,2,862
Vara,16,27,92,6,3742
Vara,13,32,37,3,962
Primavara,9,19,26,10,850
Vara,15,32,29,8,1434
Vara,9,26,31,9,2163
Vara,16,38,92,6,4311
Vara,16,25,20,10,559
Primavara,8,19,55,5,1605
Iarna,11,-3,87,3,251
Vara,11,25,47,7,1754
Toamna,13,11,28,10,224
Vara,14,36,90,7,2616
Toamna,9,15,30,4,222
Primavara,16,19,92,10,1257
Primavara,16,22,32,10,678
Iarna,11,0,88,7,332
Vara,16,32,30,3,2061
Primavara,14,26,91,10,1524
Toamna,13,25,35,3,360
Primavara,8,21,15,7,773
Iarna,10,-18,9,9,184
Vara,14,28,93,6,3104
Vara,13,36,23,2,532
Toamna,14,22,40,5,466
Vara,8,40,54,3,3967
Toamna,12,19,82,3,667
Vara,16,30,38,9,1441
Primavara,14,20,55,7,1524
Vara,8,28,19,2,844
Primavara,8,20,21,3,535
Vara,10,35,82,7,2977
Primavara,14,24,77,2,1360
Iarna,10,5,17,2,243
Primavara,16,17,56,6,1877
Iarna,16,3,7,2,58
Vara,9,40,7,5,703
Primavara,9,23,46,9,759
Toamna,11,14,26,4,292
Vara,12,26,41,10,555
Iarna,11,-1,16,6,178
Vara,15,35,67,4,4341
Iarna,14,-5,80,5,424
Primavara,8,20,74,2,1261
Iarna,9,4,43,8,18
Primavara,14,29,86,8,1695
Vara,8,26,71,5,4284
Primavara,16,17,3,9,564
Primavara,8,21,76,2,1684
Iarna,15,4,44,3,47
Vara,11,26,8,4,1266
Primavara,10,28,82,10,1137
Iarna,9,-13,76,2,299
Toamna,9,20,8,2,123
Iarna,9,0,93,4,308
Primavara,14,30,40,7,987
Primavara,13,20,30,6,797
Primavara,15,17,27,3,572
Vara,8,40,35,9,780
Iarna,10,-2,25,7,151
Toamna,12,12,52,4,899
Iarna,14,0,97,6,373
Toamna,15,18,76,6,588
Vara,8,26,59,6,2978
Toamna,16,14,46,6,338
Vara,8,35,37,10,2436
Primavara,11,15,86,4,1343
Iarna,15,-16,20,2,175
Primavara,8,23,40,7,742
Primavara,8,26,78,3,1460
Iarna,9,0,28,2,238
Primavara,9,19,18,8,641
Iarna,16,-15,44,7,70
Iarna,11,-1,7,10,45
Primavara,11,24,51,2,2214
Toamna,15,20,37,2,309
Primavara,9,20,85,7,1245
Toamna,8,12,91,9,547
Iarna,13,-18,71,6,271
Vara,12,27,66,2,4747
Vara,16,40,18,10,2131
Toamna,13,20,88,9,618
Iarna,9,-14,85,4,393
Iarna,15,2,78,2,366
Iarna,14,-11,41,2,70
Vara,9,39,0,5,1081
Iarna,8,-1,40,7,208
Iarna,16,-9,39,9,126
Toamna,12,14,67,7,960
Vara,16,35,26,4,1070
Toamna,10,16,4,7,457
Toamna,10,17,42,2,422
Vara,16,38,54,5,4257
Vara,14,33,79,10,4435
Vara,13,38,62,4,4802
Primavara,16,17,95,3,1740
Vara,16,34,90,7,4635
Toamna,14,19,90,3,677
Toamna,8,20,77,10,601
Primavara,9,27,45,8,764
Iarna,8,-13,21,3,106
Primavara,14,17,42,3,550
Toamna,16,10,35,3,469
Primavara,15,23,51,7,1503
Iarna,12,-18,0,8,228
Vara,11,38,40,8,1812
Toamna,8,25,30,5,147
Iarna,9,-15,10,3,160
Vara,12,34,37,3,828
Iarna,15,-3,62,5,410
Toamna,13,20,8,10,341
Iarna,11,0,8,3,89
Toamna,11,18,74,5,920
Primavara,15,29,16,8,727
Toamna,12,23,2,2,190
Iarna,12,-4,39,9,158
Vara,8,34,29,3,2220
Vara,11,33,35,3,1858
Primavara,15,20,13,5,949
Primavara,13,25,71,3,2270
Iarna,13,-14,47,6,212
Primavara,14,25,28,2,786
Primavara,12,19,67,5,1904
Iarna,16,3,32,5,52
Toamna,8,11,89,4,563
Iarna,15,-16,32,4,188
Iarna,12,-5,73,9,467
Vara,16,33,85,3,3912
Iarna,13,1,86,9,353
Toamna,10,25,27,3,212
Primavara,14,25,66,2,1048
Primavara,12,28,91,4,1867
Toamna,14,12,54,9,890
Primavara,13,15,92,5,1753
Vara,14,34,30,7,1572
Iarna,8,-18,50,6,87
Primavara,11,30,66,2,1786
Iarna,16,-7,19,2,121
Vara,10,31,15,7,1997
Primavara,8,19,19,7,858
Primavara,11,15,99,4,1255
Vara,16,32,41,7,563
Iarna,12,4,5,2,133
Vara,13,29,78,3,3890
Vara,9,31,41,6,1258
Vara,12,30,9,8,1740
Iarna,10,5,44,2,63
Vara,15,36,36,9,1593
Iarna,8,-4,21,5,235
Vara,10,33,70,9,4259
Primavara,15,22,42,6,549
Vara,8,39,16,8,1167
Vara,12,31,60,6,4359
Iarna,8,-15,83,5,260
Toamna,10,22,81,6,635
Primavara,11,22,48,5,607
Iarna,11,4,10,4,229
Iarna,13,-12,61,3,478
Primavara,15,24,68,4,2263
Iarna,10,1,23,8,82
Primavara,10,25,85,7,1079
Primavara,10,15,29,7,816
Toamna,16,17,88,3,733
Toamna,15,14,34,4,147
Iarna,11,3,15,8,89
Iarna,16,-19,3,4,31
Toamna,14,24,60,7,979
Toamna,13,12,91,5,896
Toamna,9,11,80,5,663
Primavara,15,24,68,4,2344
Primavara,13,19,51,4,1842
Iarna,15,-17,99,9,295
Vara,13,26,72,9,3102
Iarna,8,-2,41,5,208
Primavara,9,30,88,2,1903
Primavara,13,24,61,6,1584
Iarna,9,-20,19,5,12
Primavara,14,23,66,2,1771
Vara,12,36,62,5,3823
Toamna,14,12,93,8,589
Primavara,16,28,82,7,1221
Vara,9,35,33,2,1439
Vara,12,40,29,5,1987
Iarna,8,2,90,9,454
Iarna,15,4,45,7,93
Toamna,12,10,65,9,906
Primavara,16,23,95,8,1899
Vara,15,31,0,9,1674
Toamna,12,19,45,8,317
Vara,15,36,58,9,4944
Iarna,13,-11,14,8,7
Iarna,12,-2,72,9,479
Vara,10,33,94,2,4551
Primavara,16,25,97,5,1200
Vara,15,29,96,10,4376
Toamna,14,10,0,7,272
Toamna,14,20,59,5,774
Vara,13,34,45,5,758
Iarna,12,-17,74,6,432
Primavara,11,17,2,8,585
Primavara,12,23,70,8,2474
Toamna,13,25,46,3,301
Vara,14,36,61,3,3178
Iarna,8,4,50,2,121
Toamna,14,25,55,4,792
Primavara,15,26,88,2,1388
Primavara,13,15,70,7,2234
Toamna,10,25,87,8,757
Iarna,12,2,3,10,229
Iarna,14,-13,16,2,227
Iarna,12,-11,81,8,407
Vara,13,36,84,5,3911
Primavara,12,15,96,8,1377
Primavara,10,26,8,7,764
Iarna,8,3,27,10,105
Iarna,9,-17,18,3,143
Toamna,16,18,67,6,537
Vara,11,29,51,10,4756
Vara,16,32,78,8,4553
Primavara,13,18,3,2,565
Iarna,8,-16,10,7,249
Primavara,16,25,80,5,1842
Vara,16,39,2,7,2344
Vara,14,27,32,3,1907
Iarna,14,-6,19,3,82
Iarna,14,-13,59,8,432
Primavara,16,27,81,2,1452
Primavara,9,20,68,5,1773
Iarna,12,4,72,10,418
Toamna,11,17,31,10,238
Iarna,10,-12,77,3,326
Primavara,13,23,97,7,1406
Primavara,11,22,13,4,738
Toamna,8,20,37,4,195
Toamna,15,10,20,9,498
Primavara,8,20,85,9,1104
Vara,10,35,56,3,4955
Primavara,15,18,90,9,1736
Vara,11,34,55,10,3794
Primavara,15,27,77,9,1889
Vara,16,32,43,8,1117
Toamna,15,12,16,7,434
Iarna,10,4,21,6,122
Iarna,12,-16,43,5,70
Toamna,14,18,96,4,879
Vara,16,28,95,7,3512
Vara,15,39,35,4,803
Iarna,14,2,13,3,188
Iarna,15,-20,13,7,7
Primavara,8,17,77,5,1244
Iarna,8,4,8,8,30
Toamna,12,10,88,3,639
Primavara,8,19,80,5,1292
Primavara,8,16,89,2,2337
Primavara,8,26,81,7,1359
Primavara,12,22,55,2,1351
Primavara,12,19,80,5,1073
Vara,8,34,50,5,795
Iarna,9,-11,92,8,369
Iarna,16,2,47,9,156
Primavara,16,29,50,9,674
Iarna,8,-4,41,3,182
Primavara,16,26,28,3,724
Vara,11,29,43,10,1510
Vara,16,30,45,5,2425
Primavara,15,29,20,3,945
Vara,11,27,64,5,4522
Vara,13,25,99,9,3148
Iarna,14,-20,49,2,187
Vara,10,27,29,3,1728
Iarna,10,5,67,9,373
Toamna,14,25,64,10,799
Vara,15,29,18,2,1678
Iarna,11,3,45,6,195
Toamna,16,25,74,3,880
Primavara,9,23,46,5,761
Iarna,14,-10,45,10,218
Vara,12,38,39,10,1255
Toamna,9,10,8,4,499
Iarna,16,-13,78,5,474
Vara,13,29,98,10,3209
Primavara,13,30,7,9,894
Toamna,12,22,76,10,997
Toamna,14,13,13,2,162
Iarna,10,-4,36,10,182
Toamna,12,20,85,7,653
Toamna,12,16,28,10,184
Primavara,11,24,68,5,1440
Vara,15,36,11,8,2439
Iarna,11,-19,98,8,423
Vara,16,33,53,8,3345
Primavara,13,24,98,7,1770
Iarna,14,-11,79,4,484
Iarna,15,-16,51,5,373
Primavara,10,26,47,2,646
Primavara,14,23,12,9,555
Vara,15,29,81,2,4943
Primavara,11,17,73,7,2162
Iarna,13,-15,1,8,186
Primavara,13,26,9,8,727
Iarna,11,-13,43,7,222
Vara,12,32,85,5,4492
Iarna,11,5,1,4,218
Primavara,9,23,75,6,1077
Iarna,15,-15,87,3,320
Toamna,10,23,36,10,447
Toamna,15,22,76,8,733
Toamna,12,10,95,3,839
Vara,13,31,47,10,2248
Toamna,14,20,33,9,225
Vara,14,25,4,6,2437
Toamna,10,21,47,7,483
Vara,13,31,33,2,971
Toamna,16,18,87,9,642
Vara,16,34,83,6,3918
Iarna,8,-3,3,10,129
Iarna,9,-4,89,3,255
Iarna,16,-2,13,8,20
Primavara,8,25,66,6,1551
Iarna,15,-17,91,7,448
Primavara,14,20,63,8,2498
Toamna,15,20,37,3,389
Iarna,11,5,6,6,90
Vara,11,39,15,2,1795
Vara,14,35,3,7,572
Toamna,12,21,66,4,798
Iarna,13,5,83,6,257
Iarna,10,-13,96,8,421
Toamna,15,11,72,10,633
Toamna,12,18,11,4,270
Primavara,12,20,20,8,826
Primavara,14,24,75,7,1176
Primavara,15,26,28,7,814
Iarna,16,-2,39,5,149
Toamna,11,13,54,5,739
Toamna,15,14,43,6,434
Vara,13,25,66,6,4213
Iarna,16,2,16,3,109
Primavara,14,18,13,4,713
Toamna,15,14,68,10,969
Vara,12,40,75,9,4067
Iarna,12,-9,16,3,165
Toamna,9,20,62,3,636
Primavara,12,21,58,3,2281
Primavara,14,30,16,7,879
Toamna,12,23,57,6,581
Vara,9,39,52,5,3680
Vara,12,29,92,3,2510
Toamna,14,19,50,6,369
Primavara,15,26,33,8,964
Toamna,16,11,17,7,169
Toamna,16,13,45,2,303
Iarna,8,-16,9,9,11
Primavara,10,29,34,9,756
Vara,10,26,64,4,4302
Toamna,8,21,53,9,723
Toamna,12,22,89,10,836
Primavara,8,30,45,2,504
Vara,16,28,51,8,3176
Toamna,14,16,10,7,107
Iarna,9,-20,55,7,428
Toamna,15,11,56,4,599
Primavara,13,17,76,3,2274
Iarna,14,-3,35,10,184
Toamna,9,16,30,6,422
Toamna,11,18,80,9,506
Iarna,9,-2,65,5,254
Toamna,14,19,14,2,272
Toamna,16,16,74,4,962
Iarna,10,-19,13,9,121
Primavara,13,26,79,4,1023
Toamna,11,23,27,6,394
Vara,16,34,42,3,1315
Primavara,9,26,72,9,1276
Iarna,9,-7,76,9,396
Primavara,12,23,80,7,2256
Iarna,8,-16,59,3,494
Vara,16,36,42,7,1446
Iarna,11,-3,41,7,204
Vara,11,36,34,5,2249
Toamna,8,23,81,7,884
Iarna,14,-13,95,3,301
Primavara,9,25,46,2,622
Iarna,15,-11,42,8,189
Iarna,14,0,80,8,428
Vara,15,37,26,4,2002
Primavara,14,25,22,2,753
Toamna,11,10,25,4,159
Vara,15,26,13,10,2221
Vara,10,39,95,3,4395
Toamna,9,23,55,8,652
Primavara,12,25,28,5,724
Vara,10,28,2,6,1337
Iarna,12,-4,50,10,122
Vara,10,40,67,3,2686
